DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
31-Jul-2025,EQ,"1,465.00","1,469.00","1,426.70","1,478.10","1,435.60","1,443.20","1,447.40","1,684.40","1,168.00",6484530,"9,38,57,08,596.00",109688
30-Jul-2025,EQ,"1,498.50","1,499.00","1,472.00","1,484.80","1,480.00","1,478.10","1,481.35","1,684.40","1,168.00",738799,"1,09,44,22,348.00",40193
29-Jul-2025,EQ,"1,478.00","1,502.80","1,464.00","1,490.30","1,484.70","1,484.80","1,484.46","1,684.40","1,168.00",1288099,"1,91,21,32,456.20",78178
28-Jul-2025,EQ,"1,488.00","1,506.40","1,485.80","1,503.80","1,490.70","1,490.30","1,496.21","1,684.40","1,168.00",1228097,"1,83,74,89,961.60",65362
25-Jul-2025,EQ,"1,520.00","1,520.00","1,465.70","1,551.40","1,503.90","1,503.80","1,501.02","1,684.40","1,168.00",4161435,"6,24,64,02,236.00",136590
24-Jul-2025,EQ,"1,558.00","1,564.10","1,544.10","1,556.10","1,552.00","1,551.40","1,550.43","1,684.40","1,168.00",2287825,"3,54,71,10,311.40",45493
23-Jul-2025,EQ,"1,550.00","1,565.90","1,546.10","1,565.40","1,557.40","1,556.10","1,554.06","1,684.40","1,168.00",790498,"1,22,84,83,205.40",36495
22-Jul-2025,EQ,"1,585.00","1,587.80","1,556.10","1,573.80","1,564.30","1,565.40","1,564.97","1,684.40","1,168.00",731619,"1,14,49,61,878.30",42413
21-Jul-2025,EQ,"1,554.00","1,578.60","1,518.10","1,554.60","1,570.90","1,573.80","1,551.31","1,684.40","1,168.00",1632384,"2,53,23,27,190.20",77096
18-Jul-2025,EQ,"1,563.00","1,571.40","1,550.00","1,564.30","1,550.30","1,554.60","1,558.29","1,684.40","1,168.00",1194869,"1,86,19,50,935.70",49609
17-Jul-2025,EQ,"1,563.00","1,570.60","1,550.00","1,559.00","1,563.00","1,564.30","1,560.83","1,684.40","1,168.00",912552,"1,42,43,35,739.00",56228
16-Jul-2025,EQ,"1,539.40","1,568.00","1,489.60","1,557.00","1,557.50","1,559.00","1,543.06","1,684.40","1,168.00",3694875,"5,70,14,31,826.10",94372
15-Jul-2025,EQ,"1,542.70","1,561.00","1,519.00","1,528.40","1,558.00","1,557.00","1,545.05","1,684.40","1,168.00",2169391,"3,35,18,16,036.30",86056
14-Jul-2025,EQ,"1,533.00","1,547.70","1,520.50","1,532.50","1,526.00","1,528.40","1,532.39","1,684.40","1,168.00",1189763,"1,82,31,75,382.50",69622
11-Jul-2025,EQ,"1,542.00","1,546.60","1,524.50","1,546.80","1,528.50","1,532.50","1,532.79","1,684.40","1,168.00",1178845,"1,80,69,17,324.70",59945
10-Jul-2025,EQ,"1,569.00","1,576.00","1,542.70","1,563.10","1,546.00","1,546.80","1,552.24","1,684.40","1,168.00",1072022,"1,66,40,35,573.10",63276
09-Jul-2025,EQ,"1,527.00","1,570.00","1,518.00","1,521.70","1,568.20","1,563.10","1,549.12","1,684.40","1,168.00",2507920,"3,88,50,76,793.30",86875
08-Jul-2025,EQ,"1,517.00","1,526.00","1,506.50","1,514.30","1,524.00","1,521.70","1,517.73","1,684.40","1,168.00",2437495,"3,69,94,57,221.40",64153
07-Jul-2025,EQ,"1,526.70","1,535.20","1,508.10","1,526.70","1,517.00","1,514.30","1,516.36","1,684.40","1,168.00",2553187,"3,87,15,47,827.50",69618
04-Jul-2025,EQ,"1,532.10","1,545.50","1,515.00","1,527.10","1,527.90","1,526.70","1,529.69","1,684.40","1,168.00",1751430,"2,67,91,44,736.70",53977
03-Jul-2025,EQ,"1,555.00","1,567.90","1,524.10","1,554.60","1,528.00","1,527.10","1,538.18","1,684.40","1,168.00",4522465,"6,95,63,54,489.90",105862
02-Jul-2025,EQ,"1,580.00","1,605.40","1,540.00","1,599.80","1,554.70","1,554.60","1,562.74","1,684.40","1,168.00",2875195,"4,49,31,72,507.70",102128
01-Jul-2025,EQ,"1,621.00","1,627.90","1,578.00","1,628.00","1,600.00","1,599.80","1,592.92","1,684.40","1,168.00",2353507,"3,74,89,39,391.30",99670
30-Jun-2025,EQ,"1,656.00","1,658.20","1,615.00","1,654.10","1,628.00","1,628.00","1,629.72","1,684.40","1,168.00",1489109,"2,42,68,29,288.30",87032
27-Jun-2025,EQ,"1,627.10","1,666.60","1,594.30","1,627.00","1,653.30","1,654.10","1,648.40","1,684.40","1,168.00",5837341,"9,62,22,78,813.30",165580
26-Jun-2025,EQ,"1,616.00","1,630.90","1,596.30","1,608.80","1,625.00","1,627.00","1,614.51","1,684.40","1,168.00",1809115,"2,92,08,31,931.40",136239
25-Jun-2025,EQ,"1,605.00","1,613.30","1,588.10","1,598.50","1,604.00","1,608.80","1,603.60","1,684.40","1,168.00",1252727,"2,00,88,68,974.40",53404
24-Jun-2025,EQ,"1,602.00","1,614.50","1,591.60","1,583.60","1,602.90","1,598.50","1,601.51","1,684.40","1,168.00",1464575,"2,34,55,26,273.50",85307
23-Jun-2025,EQ,"1,549.80","1,587.90","1,543.20","1,557.50","1,577.30","1,583.60","1,570.23","1,684.40","1,168.00",838061,"1,31,59,46,103.60",43171
20-Jun-2025,EQ,"1,544.40","1,565.00","1,538.00","1,544.40","1,550.10","1,557.50","1,553.76","1,684.40","1,168.00",2149247,"3,33,94,12,652.00",51192
19-Jun-2025,EQ,"1,584.80","1,599.80","1,535.30","1,586.80","1,546.00","1,544.40","1,552.86","1,684.40","1,168.00",1062384,"1,64,97,30,193.70",41519
18-Jun-2025,EQ,"1,552.00","1,590.00","1,550.50","1,555.20","1,586.00","1,586.80","1,579.43","1,684.40","1,168.00",1561533,"2,46,63,38,497.50",51107
17-Jun-2025,EQ,"1,571.00","1,576.40","1,542.00","1,566.60","1,553.00","1,555.20","1,559.26","1,684.40","1,168.00",1189553,"1,85,48,26,213.60",36745
16-Jun-2025,EQ,"1,555.00","1,573.00","1,549.00","1,553.80","1,566.00","1,566.60","1,562.76","1,684.40","1,168.00",1213574,"1,89,65,29,733.20",33667
13-Jun-2025,EQ,"1,551.00","1,569.20","1,540.50","1,581.70","1,555.00","1,553.80","1,554.09","1,684.40","1,168.00",3191325,"4,95,96,01,816.60",86449
12-Jun-2025,EQ,"1,608.30","1,634.90","1,578.00","1,608.20","1,580.40","1,581.70","1,604.66","1,684.40","1,168.00",1483626,"2,38,07,15,550.90",63270
11-Jun-2025,EQ,"1,629.00","1,642.30","1,594.40","1,637.70","1,609.00","1,608.20","1,615.29","1,684.40","1,168.00",1851871,"2,99,13,15,260.00",76326
10-Jun-2025,EQ,"1,660.00","1,660.00","1,612.40","1,644.60","1,630.10","1,637.70","1,635.20","1,684.40","1,168.00",1392757,"2,27,74,42,922.60",76040
09-Jun-2025,EQ,"1,620.00","1,653.00","1,604.00","1,593.20","1,642.10","1,644.60","1,632.96","1,684.40","1,168.00",2938014,"4,79,76,63,318.60",95398
06-Jun-2025,EQ,"1,519.00","1,623.70","1,497.20","1,511.60","1,591.00","1,593.20","1,581.02","1,684.40","1,168.00",6915310,"10,93,32,50,862.10",193203
05-Jun-2025,EQ,"1,522.00","1,524.70","1,502.00","1,512.70","1,514.70","1,511.60","1,513.08","1,684.40","1,168.00",2623833,"3,97,00,78,021.20",109408
04-Jun-2025,EQ,"1,554.70","1,554.70","1,494.40","1,566.30","1,514.00","1,512.70","1,514.54","1,684.40","1,168.00",4168598,"6,31,35,03,997.20",112015
03-Jun-2025,EQ,"1,588.00","1,603.20","1,562.10","1,581.00","1,565.60","1,566.30","1,580.03","1,684.40","1,168.00",860899,"1,36,02,47,558.10",55502
02-Jun-2025,EQ,"1,570.00","1,590.00","1,548.10","1,601.00","1,586.40","1,581.00","1,564.65","1,684.40","1,168.00",2123000,"3,32,17,55,278.30",97386
30-May-2025,EQ,"1,608.00","1,615.30","1,593.00","1,607.80","1,597.50","1,601.00","1,602.21","1,684.40","1,168.00",1453818,"2,32,93,23,982.30",56696
29-May-2025,EQ,"1,649.90","1,653.80","1,601.50","1,647.00","1,614.80","1,607.80","1,612.79","1,684.40","1,168.00",1535436,"2,47,63,28,440.60",54106
28-May-2025,EQ,"1,670.00","1,684.40","1,642.70","1,665.20","1,646.60","1,647.00","1,658.97","1,684.40","1,168.00",982297,"1,62,96,00,340.40",67662
27-May-2025,EQ,"1,645.20","1,670.00","1,638.40","1,644.80","1,664.90","1,665.20","1,655.88","1,682.00","1,168.00",1146178,"1,89,79,33,827.90",50233
26-May-2025,EQ,"1,628.00","1,648.50","1,619.70","1,628.00","1,646.80","1,644.80","1,640.32","1,682.00","1,168.00",537043,"88,09,19,785.20",33206
23-May-2025,EQ,"1,622.00","1,634.80","1,604.00","1,626.90","1,626.70","1,628.00","1,620.84","1,682.00","1,168.00",648628,"1,05,13,19,771.30",31857
22-May-2025,EQ,"1,652.50","1,656.90","1,616.80","1,656.00","1,628.20","1,626.90","1,635.04","1,682.00","1,168.00",1163741,"1,90,27,59,769.90",36458
21-May-2025,EQ,"1,609.90","1,661.00","1,603.20","1,609.30","1,652.00","1,656.00","1,646.14","1,682.00","1,168.00",2599619,"4,27,93,39,214.40",71880
20-May-2025,EQ,"1,634.60","1,635.00","1,600.40","1,634.40","1,611.00","1,609.30","1,611.92","1,682.00","1,168.00",1110122,"1,78,94,26,397.80",50816
19-May-2025,EQ,"1,620.00","1,639.50","1,618.90","1,619.30","1,635.00","1,634.40","1,632.11","1,682.00","1,168.00",893304,"1,45,79,66,499.00",32084
16-May-2025,EQ,"1,616.20","1,630.00","1,602.70","1,609.20","1,615.00","1,619.30","1,620.72","1,682.00","1,168.00",652281,"1,05,71,64,665.70",34570
15-May-2025,EQ,"1,584.60","1,614.00","1,574.90","1,596.60","1,610.00","1,609.20","1,602.70","1,682.00","1,168.00",801332,"1,28,42,91,977.20",32399
14-May-2025,EQ,"1,555.00","1,606.00","1,555.00","1,578.80","1,599.00","1,596.60","1,597.26","1,682.00","1,168.00",1240552,"1,98,14,89,720.30",41617
13-May-2025,EQ,"1,579.20","1,593.50","1,569.00","1,579.20","1,579.60","1,578.80","1,580.93","1,682.00","1,168.00",1222774,"1,93,31,19,438.80",51606
12-May-2025,EQ,"1,550.00","1,582.00","1,543.90","1,513.60","1,577.00","1,579.20","1,573.54","1,682.00","1,168.00",825674,"1,29,92,30,986.00",42671
09-May-2025,EQ,"1,495.50","1,530.50","1,492.50","1,531.50","1,520.30","1,513.60","1,514.61","1,682.00","1,168.00",2126114,"3,22,02,35,801.20",69137
08-May-2025,EQ,"1,575.00","1,590.70","1,518.30","1,574.50","1,521.50","1,531.50","1,561.99","1,682.00","1,168.00",1490280,"2,32,77,95,692.70",51944
07-May-2025,EQ,"1,505.00","1,590.90","1,505.00","1,530.60","1,575.00","1,574.50","1,571.41","1,682.00","1,168.00",2446096,"3,84,38,10,295.10",84238
06-May-2025,EQ,"1,557.00","1,572.90","1,524.80","1,551.50","1,528.40","1,530.60","1,542.88","1,682.00","1,168.00",1385877,"2,13,82,37,305.80",75682
05-May-2025,EQ,"1,494.00","1,559.30","1,487.40","1,487.80","1,555.00","1,551.50","1,532.55","1,682.00","1,168.00",1794084,"2,74,95,31,464.00",99381
02-May-2025,EQ,"1,480.10","1,505.10","1,475.90","1,492.20","1,485.40","1,487.80","1,489.97","1,682.00","1,161.15",1363356,"2,03,13,60,023.40",52269
30-Apr-2025,EQ,"1,480.00","1,503.30","1,465.60","1,484.50","1,490.10","1,492.20","1,488.44","1,682.00","1,161.15",2525455,"3,75,89,92,882.20",153559
29-Apr-2025,EQ,"1,529.80","1,534.90","1,480.00","1,525.80","1,482.00","1,484.50","1,489.99","1,682.00","1,161.15",2398360,"3,57,35,28,162.10",169623
28-Apr-2025,EQ,"1,522.10","1,563.00","1,485.10","1,543.50","1,520.50","1,525.80","1,526.63","1,682.00","1,161.15",2705277,"4,12,99,44,038.40",152709
25-Apr-2025,EQ,"1,562.00","1,579.90","1,517.70","1,547.90","1,528.60","1,543.50","1,543.53","1,682.00","1,125.50",1777628,"2,74,38,14,171.70",71100
24-Apr-2025,EQ,"1,567.00","1,570.90","1,536.70","1,566.80","1,557.00","1,547.90","1,546.07","1,682.00","1,125.50",3030697,"4,68,56,65,062.70",105882
23-Apr-2025,EQ,"1,595.00","1,620.00","1,559.20","1,566.40","1,569.00","1,566.80","1,576.73","1,682.00","1,125.50",3560465,"5,61,38,78,544.60",101203
22-Apr-2025,EQ,"1,648.90","1,649.00","1,557.40","1,659.80","1,561.00","1,566.40","1,590.57","1,682.00","1,125.50",4574218,"7,27,55,98,927.10",185247
21-Apr-2025,EQ,"1,609.30","1,682.00","1,595.00","1,587.30","1,658.90","1,659.80","1,654.58","1,682.00","1,125.50",3338149,"5,52,32,37,885.90",140049
17-Apr-2025,EQ,"1,605.00","1,609.80","1,561.90","1,611.90","1,588.10","1,587.30","1,580.95","1,652.00","1,100.50",1816329,"2,87,15,27,793.80",91763
16-Apr-2025,EQ,"1,570.00","1,629.90","1,543.00","1,560.30","1,597.00","1,611.90","1,578.55","1,652.00","1,100.50",2052940,"3,24,06,78,479.80",71579
15-Apr-2025,EQ,"1,520.00","1,579.00","1,487.90","1,475.70","1,560.00","1,560.30","1,542.82","1,652.00","1,100.50",2497699,"3,85,34,95,890.90",83415
11-Apr-2025,EQ,"1,473.00","1,498.60","1,457.05","1,430.60","1,468.90","1,475.70","1,473.39","1,652.00","1,100.50",1785510,"2,63,07,57,520.35",73473
09-Apr-2025,EQ,"1,475.00","1,475.00","1,390.00","1,463.30","1,433.45","1,430.60","1,429.36","1,652.00","1,100.50",2837371,"4,05,56,13,069.80",96929
08-Apr-2025,EQ,"1,414.00","1,470.00","1,412.05","1,386.10","1,469.50","1,463.30","1,447.35","1,652.00","1,100.50",2682517,"3,88,25,51,994.10",116116
07-Apr-2025,EQ,"1,445.00","1,445.00","1,358.65","1,453.30","1,381.35","1,386.10","1,384.32","1,652.00","1,100.50",2219214,"3,07,20,96,766.40",150771
04-Apr-2025,EQ,"1,445.00","1,462.65","1,433.05","1,445.45","1,451.30","1,453.30","1,449.96","1,652.00","1,100.50",1303321,"1,88,97,60,779.90",65291
03-Apr-2025,EQ,"1,454.00","1,472.60","1,426.25","1,460.25","1,447.00","1,445.45","1,449.52","1,652.00","1,100.50",1029616,"1,49,24,49,232.20",65387
02-Apr-2025,EQ,"1,471.00","1,479.60","1,452.60","1,468.25","1,459.00","1,460.25","1,461.40","1,652.00","1,100.50",1356661,"1,98,26,28,044.85",44935
01-Apr-2025,EQ,"1,523.00","1,523.90","1,460.00","1,519.95","1,469.00","1,468.25","1,484.74","1,652.00","1,100.50",1585585,"2,35,41,88,181.30",62827
28-Mar-2025,EQ,"1,536.00","1,536.00","1,511.00","1,531.70","1,525.50","1,519.95","1,523.33","1,652.00","1,077.50",975450,"1,48,59,34,142.80",54546
27-Mar-2025,EQ,"1,515.00","1,536.00","1,507.20","1,522.25","1,528.00","1,531.70","1,523.29","1,652.00","1,077.50",1773298,"2,70,12,39,022.30",50633
26-Mar-2025,EQ,"1,534.70","1,551.00","1,510.00","1,529.05","1,518.00","1,522.25","1,524.36","1,652.00","1,077.50",1863135,"2,84,00,86,805.25",52266
25-Mar-2025,EQ,"1,560.00","1,560.00","1,508.10","1,529.30","1,525.00","1,529.05","1,529.65","1,652.00","1,077.50",2103349,"3,21,73,94,289.85",59119
24-Mar-2025,EQ,"1,554.85","1,580.00","1,522.00","1,538.50","1,532.00","1,529.30","1,554.17","1,652.00","1,077.50",5381367,"8,36,35,82,495.45",92794
21-Mar-2025,EQ,"1,502.00","1,550.00","1,500.80","1,493.20","1,540.90","1,538.50","1,534.34","1,652.00","1,026.65",1902342,"2,91,88,41,888.40",70489
20-Mar-2025,EQ,"1,517.00","1,538.00","1,476.20","1,513.25","1,497.00","1,493.20","1,489.51","1,652.00","1,026.65",3216107,"4,79,04,14,719.60",59472
19-Mar-2025,EQ,"1,520.00","1,530.40","1,497.25","1,515.25","1,511.60","1,513.25","1,513.40","1,652.00","1,026.65",1564937,"2,36,83,82,722.85",92450
18-Mar-2025,EQ,"1,465.00","1,521.35","1,455.45","1,455.60","1,508.40","1,515.25","1,487.74","1,652.00","1,026.65",2238715,"3,33,06,21,265.45",69190
17-Mar-2025,EQ,"1,438.10","1,466.00","1,433.10","1,444.70","1,458.75","1,455.60","1,452.18","1,652.00","1,026.65",849819,"1,23,40,86,914.65",44693
